order_var,value,url,scrape_date
1,Mexico's first non-binary magistrate found dead,,2023-11-14 09:11:36
2,Why businesses are pulling billions from China,,2023-11-14 09:11:36
3,Trump Jr praises dad's 'genius' in return to stand,,2023-11-14 09:11:36
4,Agent assigned to Naomi Biden shoots amid car break-in,,2023-11-14 09:11:36
5,Harry to call as King celebrates his 75th birthday,,2023-11-14 09:11:36
6,Why Peter Nygard's son is supporting his accusers,,2023-11-14 09:11:36
7,"Trump's sister, Maryanne Trump Barry, dead at 86",,2023-11-14 09:11:36
8,Iceland quake evacuees return to collect belongings,,2023-11-14 09:11:36
9,US stamp sells for a record-breaking $2m,,2023-11-14 09:11:36
10,US Supreme Court releases first-ever ethics rules,,2023-11-14 09:11:36
