order_var,value,url,scrape_date
1,Agent assigned to Naomi Biden shoots amid car break-in,,2023-11-14 07:41:23
2,Why businesses are pulling billions from China,,2023-11-14 07:41:23
3,Mexico's first non-binary magistrate found dead,,2023-11-14 07:41:23
4,Trump Jr praises dad's 'genius' in return to stand,,2023-11-14 07:41:23
5,Why Peter Nygard's son is supporting his accusers,,2023-11-14 07:41:23
6,"Trump's sister, Maryanne Trump Barry, dead at 86",,2023-11-14 07:41:23
7,Harry to call as King celebrates his 75th birthday,,2023-11-14 07:41:23
8,US stamp sells for a record-breaking $2m,,2023-11-14 07:41:23
9,Iceland quake evacuees return to collect belongings,,2023-11-14 07:41:23
10,Bowen: Rumbling Middle East fault lines make this war different,,2023-11-14 07:41:23
