order_var,value,url,scrape_date
1,Agent assigned to Naomi Biden shoots amid car break-in,,2023-11-14 03:10:47
2,Harry to call as King celebrates his 75th birthday,,2023-11-14 03:10:47
3,Trump Jr praises dad's 'genius' in return to stand,,2023-11-14 03:10:47
4,"Trump's sister, Maryanne Trump Barry, dead at 86",,2023-11-14 03:10:47
5,David Cameron: I want to support PM at hard time,,2023-11-14 03:10:47
6,Why Peter Nygard's son is supporting his accusers,,2023-11-14 03:10:47
7,US stamp sells for a record-breaking $2m,,2023-11-14 03:10:47
8,The Marvels bombs with lowest MCU box office debut,,2023-11-14 03:10:47
9,Theatre chief offers to quit after Juliet balcony fall,,2023-11-14 03:10:47
10,Russian state media retract report of retreat,,2023-11-14 03:10:47
