order_var,value,url,scrape_date
1,Agent assigned to Naomi Biden shoots amid car break-in,,2023-11-14 03:00:45
2,David Cameron: I want to support PM at hard time,,2023-11-14 03:00:45
3,"Trump's sister, Maryanne Trump Barry, dead at 86",,2023-11-14 03:00:45
4,Trump Jr praises dad's 'genius' in return to stand,,2023-11-14 03:00:45
5,Harry to call as King celebrates his 75th birthday,,2023-11-14 03:00:45
6,US stamp sells for a record-breaking $2m,,2023-11-14 03:00:45
7,The Marvels bombs with lowest MCU box office debut,,2023-11-14 03:00:45
8,Iceland quake evacuees return to collect belongings,,2023-11-14 03:00:45
9,Theatre chief offers to quit after Juliet balcony fall,,2023-11-14 03:00:45
10,US Supreme Court releases first-ever ethics rules,,2023-11-14 03:00:45
