order_var,value,url,scrape_date
1,Agent assigned to Naomi Biden shoots amid car break-in,,2023-11-14 07:11:19
2,Why businesses are pulling billions from China,,2023-11-14 07:11:19
3,Trump Jr praises dad's 'genius' in return to stand,,2023-11-14 07:11:19
4,Mexico's first non-binary magistrate found dead,,2023-11-14 07:11:19
5,Why Peter Nygard's son is supporting his accusers,,2023-11-14 07:11:19
6,"Trump's sister, Maryanne Trump Barry, dead at 86",,2023-11-14 07:11:19
7,Harry to call as King celebrates his 75th birthday,,2023-11-14 07:11:19
8,Bowen: Rumbling Middle East fault lines make this war different,,2023-11-14 07:11:19
9,David Cameron: I want to support PM at hard time,,2023-11-14 07:11:19
10,US stamp sells for a record-breaking $2m,,2023-11-14 07:11:19
