order_var,value,url,scrape_date
1,Agent assigned to Naomi Biden shoots amid car break-in,,2023-11-14 04:40:59
2,Trump Jr praises dad's 'genius' in return to stand,,2023-11-14 04:40:59
3,Harry to call as King celebrates his 75th birthday,,2023-11-14 04:40:59
4,"Trump's sister, Maryanne Trump Barry, dead at 86",,2023-11-14 04:40:59
5,Why Peter Nygard's son is supporting his accusers,,2023-11-14 04:40:59
6,David Cameron: I want to support PM at hard time,,2023-11-14 04:40:59
7,Why a South African politician touched a nerve in Kenya,,2023-11-14 04:40:59
8,US stamp sells for a record-breaking $2m,,2023-11-14 04:40:59
9,Theatre chief offers to quit after Juliet balcony fall,,2023-11-14 04:40:59
10,Bowen: Rumbling Middle East fault lines make this war different,,2023-11-14 04:40:59
