order_var,value,url,scrape_date
1,Agent assigned to Naomi Biden shoots amid car break-in,,2023-11-14 06:41:15
2,Trump Jr praises dad's 'genius' in return to stand,,2023-11-14 06:41:15
3,Why Peter Nygard's son is supporting his accusers,,2023-11-14 06:41:15
4,Why businesses are pulling billions from China,,2023-11-14 06:41:15
5,Mexico's first non-binary magistrate found dead,,2023-11-14 06:41:15
6,"Trump's sister, Maryanne Trump Barry, dead at 86",,2023-11-14 06:41:15
7,Harry to call as King celebrates his 75th birthday,,2023-11-14 06:41:15
8,David Cameron: I want to support PM at hard time,,2023-11-14 06:41:15
9,US stamp sells for a record-breaking $2m,,2023-11-14 06:41:15
10,Bowen: Rumbling Middle East fault lines make this war different,,2023-11-14 06:41:15
